Company ID,Companies,Exchange,Ticker,Description,Fiscal Period,Revenue,Gross Profit,EBITDA,Net Income,Enterprise Value,Primary Industry Sector,Ownership Status,Company Financing Status,Verticals,HQ Location,Last Financing Date,Last Financing Deal Type,Last Financing Size,PitchBook Link
459884-62,Fermi Energia,,,"Developer of modular reactor technology designed to meet and fulfill the security of energy supply and climate goals. The company's technology specializes in developing a modern small nuclear power plant to curb dependence on oil shale as a resource for electricity production, enabling clients to access electricity at economical rates.",FY 2022,0.02,,,,,Energy,Privately Held (backing),Venture Capital-Backed,"CleanTech, Climate Tech","Tallinn, Estonia",30-Mar-2023,Early Stage VC,1.82,View company online
292723-12,Audacious Energy,,,"Provider of energy storage services intended to support better energy demand side management for commercial appliances via smart switches. The company provides 2nd Life EV Batteries along with proprietary software to synchronize microgrid ecosystems, supporting commercial farmers globally looking to install or expand solar microgrids with more efficient energy storage and optimization.",FY 2020,0.02,,,,,Information Technology,Privately Held (backing),Accelerator/Incubator Backed,CleanTech,"Calgary, Canada",,Seed Round,0.50,View company online
530317-54,Allye,,,"Developer and manufacturer of a clean energy storage system intended to support the decarbonization of the power system and digitalization of electricity supply and demand. The company's product features include battery energy storage systems managed via the cloud, energy optimization and flexibility based on machine learning, and more, software-enabled hardware provides the grid with flexibility at a local level, by considering their systems as a collective, helping commercial and residential customers to lower energy costs.",FY 2023,0.01,0.01,-0.74,-0.75,,Energy,Privately Held (backing),Venture Capital-Backed,"Artificial Intelligence & Machine Learning, CleanTech, LOHAS & Wellness, Manufacturing","London, United Kingdom",11-Jul-2023,Early Stage VC,1.14,View company online
442223-29,FlexThor,,,"Developer of an Internet of Things and software-as-a-service platform solution to unlock the full monetary potential of battery systems. The company's platform offers automatic and proportional responses to network frequency deviations and helps integrate each asset irrespective of their brands and communication protocols through the Internet of Things edge devices, enabling residential and commercial battery owners to improve their return on investment and self-sustainability and decrease payback to become grid-independent.",FY 2023,0.01,,-0.11,-0.11,,Information Technology,Privately Held (backing),Accelerator/Incubator Backed,"Artificial Intelligence & Machine Learning, CleanTech, Internet of Things","Hasselt, Belgium",01-Jun-2023,Equity Crowdfunding,0.65,View company online
53447-50,VCharge,,,"Developer of an electric-grid management technology designed to help to solve the problem of renewables intermittency. The company electric-grid management technology uses advanced algorithms to balance grid requirements with individual user requirements that changes how electric grids are controlled in preparation for the rapid transition to renewable energy and energy storage, enabling users to efficiently manage their energy usage.",FY 2016,0.01,,,,,Energy,Acquired/Merged,Formerly VC-backed,"CleanTech, TMT","Providence, RI",09-Feb-2017,Merger/Acquisition,,View company online
54347-14,Boulder Ionics,,,Developer of batteries for electric vehicles. The company produces ionic liquids and ionic liquid based electrolytes for demanding electrochemical applications.,FY 2013,0.01,,-0.01,,1.90,Business Products and Services (B2B),Acquired/Merged,Formerly VC-backed,"Industrials, LOHAS & Wellness","Arvada, CO",24-Oct-2014,Merger/Acquisition,,View company online
489506-41,Undesert,,,"Developer of solar-powered technologies designed to reverse the adverse effects of global warming. The company's equipment operates on solar energy with off-grid options, and also processes saline well water, seawater, RO brine, and other contaminated waters to distilled water and dry salt, enabling communities, crops, and corporations to get access to carbon capture technologies in a simplified way.",FY 2021,0.01,,,-0.01,,Business Products and Services (B2B),Privately Held (backing),Accelerator/Incubator Backed,"CleanTech, Climate Tech, Industrials, TMT","Los Alamos, NM",03-Apr-2023,Accelerator/Incubator,0.10,View company online
153688-96,Consafe Offshore,,,Provider of offshore oil and gas services. The company is engaged in the marketing and operations of a fleet of accommodation and construction support service vessels to the international offshore oil and gas market.,FY 2022,0.00,,,0.01,,Business Products and Services (B2B),Acquired/Merged,Formerly PE-Backed,Oil & Gas,"Gothenburg, Sweden",19-Jun-2006,Merger/Acquisition,625.98,View company online
469832-50,Corre Energy (DUB: CORRE),DUB,CORRE,"Corre Energy BV is specialized in the development, construction, and operation of large-scale, underground renewable energy storage facilities. The group develops salt cavern energy storage facilities that use compressed air and hydrogen, and which enable mass energy storage for later use in offsetting the intermittent effects of renewable energy. It is also developing business activities in the production and sale of green energy.",TTM 2Q2023,0.00,,-27.55,-24.62,291.27,Energy,Publicly Held,Formerly PE-Backed,CleanTech,"Groningen, Netherlands",23-Feb-2023,PIPE,9.59,View company online
86610-61,Extremis Technology,,,"Provider of engineering services intended to assist displaced people throughout the world to regain dignity and health. The company's services range in the product and engineering fields to serve communities which have been displaced by disaster for rapid deployment and erection, a shelter that can fold down to resist hurricane-force winds and the Push shelter that uses the same fold-flat approach of the Hush shelters, enabling people who are affected by earthquake, hurricanes, floods or war to get a comfortable place to stay with basic amenities.",FY 2021,0.00,,,-0.02,,Business Products and Services (B2B),Out of Business,Formerly VC-backed,,"Norwich, United Kingdom",14-Feb-2022,Out of Business,,View company online
58416-94,FuelPositive (TSX: NHHH),TSX,NHHH,"FuelPositive Corp is a developer and planned growth stage manufacturer of an expanding portfolio of energy storage and fossil fuel replacement technologies. The company is also focused on the acquisition of other complementary sustainable energy storage and fuel technologies through licensing and purchase of qualifying assets. The Company owns the rights to certain proprietary hydrogen and ammonia technologies being developed by the company. The company is focused on manufacturing, joint venture, and licensing opportunities for its technologies across a broad spectrum of industries and applications.",TTM 2Q2023,0.00,,-10.60,-11.98,32.14,Energy,Publicly Held,Formerly VC-backed,"CleanTech, Manufacturing","Waterloo, Canada",01-Dec-2023,PIPE,5.11,View company online
60704-29,Gaz Européen,,,"Distributor of natural gas in France catering to the Gaz de Paris, Gaz de Lille, Gaz de Nantes, Gaz de Lyon, Gaz de Marseille and Gaz de Toulouse market. The company specializes in selling natural gas at a fixed or indexed price, electricity, eco-management and photovoltaics, thereby enabling its clients by offering tailor-made services to suit their specific needs.",FY 2017,0.00,,-0.38,-0.48,,Energy,Acquired/Merged (Operating Subsidiary),Formerly PE-Backed,Oil & Gas,"Levallois-Perret, France",08-Mar-2017,Early Stage VC,23.19,View company online
